"Tarih"	"Saat"	"SMF"
"1"	2015-01-01	0	100
"2"	2015-01-01	1	0
"3"	2015-01-01	2	0
"4"	2015-01-01	3	0
"5"	2015-01-01	4	0
"6"	2015-01-01	5	0
"7"	2015-01-01	6	0
"8"	2015-01-01	7	0
"9"	2015-01-01	8	0
"10"	2015-01-01	9	0
"11"	2015-01-01	10	100
"12"	2015-01-01	11	211
"13"	2015-01-01	12	228
"14"	2015-01-01	13	224
"15"	2015-01-01	14	230
"16"	2015-01-01	15	222
"17"	2015-01-01	16	228
"18"	2015-01-01	17	215
"19"	2015-01-01	18	215
"20"	2015-01-01	19	214
"21"	2015-01-01	20	209
"22"	2015-01-01	21	205
"23"	2015-01-01	22	165
"24"	2015-01-01	23	200
"25"	2015-01-02	0	160
"26"	2015-01-02	1	190
"27"	2015-01-02	2	0
"28"	2015-01-02	3	0
"29"	2015-01-02	4	0
"30"	2015-01-02	5	0
"31"	2015-01-02	6	20
"32"	2015-01-02	7	30
"33"	2015-01-02	8	155
"34"	2015-01-02	9	195
"35"	2015-01-02	10	209
"36"	2015-01-02	11	234
"37"	2015-01-02	12	210
"38"	2015-01-02	13	220
"39"	2015-01-02	14	220
"40"	2015-01-02	15	220
"41"	2015-01-02	16	216
"42"	2015-01-02	17	217
"43"	2015-01-02	18	215
"44"	2015-01-02	19	210
"45"	2015-01-02	20	209
"46"	2015-01-02	21	205
"47"	2015-01-02	22	200
"48"	2015-01-02	23	205
"49"	2015-01-03	0	119
"50"	2015-01-03	1	145
"51"	2015-01-03	2	95
"52"	2015-01-03	3	19
"53"	2015-01-03	4	19
"54"	2015-01-03	5	29
"55"	2015-01-03	6	100
"56"	2015-01-03	7	95
"57"	2015-01-03	8	95
"58"	2015-01-03	9	115
"59"	2015-01-03	10	125
"60"	2015-01-03	11	200
"61"	2015-01-03	12	195
"62"	2015-01-03	13	185
"63"	2015-01-03	14	140
"64"	2015-01-03	15	125
"65"	2015-01-03	16	119
"66"	2015-01-03	17	191
"67"	2015-01-03	18	198
"68"	2015-01-03	19	194
"69"	2015-01-03	20	119
"70"	2015-01-03	21	125
"71"	2015-01-03	22	119
"72"	2015-01-03	23	115
"73"	2015-01-04	0	119
"74"	2015-01-04	1	165
"75"	2015-01-04	2	120
"76"	2015-01-04	3	105
"77"	2015-01-04	4	30
"78"	2015-01-04	5	30
"79"	2015-01-04	6	97
"80"	2015-01-04	7	0
"81"	2015-01-04	8	20
"82"	2015-01-04	9	58
"83"	2015-01-04	10	124
"84"	2015-01-04	11	150
"85"	2015-01-04	12	200
"86"	2015-01-04	13	200
"87"	2015-01-04	14	200
"88"	2015-01-04	15	201
"89"	2015-01-04	16	210
"90"	2015-01-04	17	236
"91"	2015-01-04	18	214
"92"	2015-01-04	19	215
"93"	2015-01-04	20	201
"94"	2015-01-04	21	210
"95"	2015-01-04	22	201
"96"	2015-01-04	23	190
"97"	2015-01-05	0	140
"98"	2015-01-05	1	110
"99"	2015-01-05	2	19
"100"	2015-01-05	3	19
"101"	2015-01-05	4	30
"102"	2015-01-05	5	160
"103"	2015-01-05	6	169
"104"	2015-01-05	7	190
"105"	2015-01-05	8	214
"106"	2015-01-05	9	225
"107"	2015-01-05	10	236
"108"	2015-01-05	11	236
"109"	2015-01-05	12	228
"110"	2015-01-05	13	215
"111"	2015-01-05	14	220
"112"	2015-01-05	15	223
"113"	2015-01-05	16	220
"114"	2015-01-05	17	223
"115"	2015-01-05	18	214
"116"	2015-01-05	19	200
"117"	2015-01-05	20	198
"118"	2015-01-05	21	198
"119"	2015-01-05	22	155
"120"	2015-01-05	23	188
"121"	2015-01-06	0	119
"122"	2015-01-06	1	119
"123"	2015-01-06	2	85
"124"	2015-01-06	3	160
"125"	2015-01-06	4	160
"126"	2015-01-06	5	175
"127"	2015-01-06	6	125
"128"	2015-01-06	7	140
"129"	2015-01-06	8	208
"130"	2015-01-06	9	228
"131"	2015-01-06	10	230
"132"	2015-01-06	11	235
"133"	2015-01-06	12	240
"134"	2015-01-06	13	249
"135"	2015-01-06	14	249
"136"	2015-01-06	15	240
"137"	2015-01-06	16	220
"138"	2015-01-06	17	224
"139"	2015-01-06	18	160
"140"	2015-01-06	19	117
"141"	2015-01-06	20	113
"142"	2015-01-06	21	115
"143"	2015-01-06	22	119
"144"	2015-01-06	23	113
"145"	2015-01-07	0	119
"146"	2015-01-07	1	122
"147"	2015-01-07	2	110
"148"	2015-01-07	3	100
"149"	2015-01-07	4	99
"150"	2015-01-07	5	96
"151"	2015-01-07	6	119
"152"	2015-01-07	7	119
"153"	2015-01-07	8	140
"154"	2015-01-07	9	216
"155"	2015-01-07	10	216
"156"	2015-01-07	11	235
"157"	2015-01-07	12	239
"158"	2015-01-07	13	220
"159"	2015-01-07	14	225
"160"	2015-01-07	15	217
"161"	2015-01-07	16	217
"162"	2015-01-07	17	217
"163"	2015-01-07	18	216
"164"	2015-01-07	19	210
"165"	2015-01-07	20	198
"166"	2015-01-07	21	191
"167"	2015-01-07	22	195
"168"	2015-01-07	23	190
"169"	2015-01-08	0	153
"170"	2015-01-08	1	152
"171"	2015-01-08	2	140
"172"	2015-01-08	3	140
"173"	2015-01-08	4	140
"174"	2015-01-08	5	140
"175"	2015-01-08	6	215
"176"	2015-01-08	7	198
"177"	2015-01-08	8	200
"178"	2015-01-08	9	220
"179"	2015-01-08	10	219
"180"	2015-01-08	11	219
"181"	2015-01-08	12	245
"182"	2015-01-08	13	256
"183"	2015-01-08	14	256
"184"	2015-01-08	15	250
"185"	2015-01-08	16	240
"186"	2015-01-08	17	245
"187"	2015-01-08	18	256
"188"	2015-01-08	19	248
"189"	2015-01-08	20	245
"190"	2015-01-08	21	230
"191"	2015-01-08	22	228
"192"	2015-01-08	23	210
"193"	2015-01-09	0	174
"194"	2015-01-09	1	185
"195"	2015-01-09	2	200
"196"	2015-01-09	3	216
"197"	2015-01-09	4	218
"198"	2015-01-09	5	215
"199"	2015-01-09	6	219
"200"	2015-01-09	7	229
"201"	2015-01-09	8	248
"202"	2015-01-09	9	256
"203"	2015-01-09	10	256
"204"	2015-01-09	11	250
"205"	2015-01-09	12	256
"206"	2015-01-09	13	250
"207"	2015-01-09	14	244
"208"	2015-01-09	15	229
"209"	2015-01-09	16	244
"210"	2015-01-09	17	256
"211"	2015-01-09	18	236
"212"	2015-01-09	19	229
"213"	2015-01-09	20	225
"214"	2015-01-09	21	225
"215"	2015-01-09	22	216
"216"	2015-01-09	23	200
"217"	2015-01-10	0	219
"218"	2015-01-10	1	198
"219"	2015-01-10	2	155
"220"	2015-01-10	3	155
"221"	2015-01-10	4	155
"222"	2015-01-10	5	155
"223"	2015-01-10	6	155
"224"	2015-01-10	7	180
"225"	2015-01-10	8	217
"226"	2015-01-10	9	218
"227"	2015-01-10	10	219
"228"	2015-01-10	11	224
"229"	2015-01-10	12	238
"230"	2015-01-10	13	238
"231"	2015-01-10	14	230
"232"	2015-01-10	15	219
"233"	2015-01-10	16	220
"234"	2015-01-10	17	224
"235"	2015-01-10	18	220
"236"	2015-01-10	19	219
"237"	2015-01-10	20	135
"238"	2015-01-10	21	135
"239"	2015-01-10	22	140
"240"	2015-01-10	23	135
"241"	2015-01-11	0	217
"242"	2015-01-11	1	246
"243"	2015-01-11	2	239
"244"	2015-01-11	3	220
"245"	2015-01-11	4	200
"246"	2015-01-11	5	198
"247"	2015-01-11	6	200
"248"	2015-01-11	7	161
"249"	2015-01-11	8	176
"250"	2015-01-11	9	185
"251"	2015-01-11	10	188
"252"	2015-01-11	11	165
"253"	2015-01-11	12	195
"254"	2015-01-11	13	165
"255"	2015-01-11	14	135
"256"	2015-01-11	15	129
"257"	2015-01-11	16	125
"258"	2015-01-11	17	129
"259"	2015-01-11	18	210
"260"	2015-01-11	19	140
"261"	2015-01-11	20	230
"262"	2015-01-11	21	216
"263"	2015-01-11	22	216
"264"	2015-01-11	23	216
"265"	2015-01-12	0	175
"266"	2015-01-12	1	190
"267"	2015-01-12	2	115
"268"	2015-01-12	3	155
"269"	2015-01-12	4	155
"270"	2015-01-12	5	120
"271"	2015-01-12	6	180
"272"	2015-01-12	7	200
"273"	2015-01-12	8	217
"274"	2015-01-12	9	218
"275"	2015-01-12	10	218
"276"	2015-01-12	11	225
"277"	2015-01-12	12	223
"278"	2015-01-12	13	234
"279"	2015-01-12	14	245
"280"	2015-01-12	15	245
"281"	2015-01-12	16	245
"282"	2015-01-12	17	250
"283"	2015-01-12	18	218
"284"	2015-01-12	19	218
"285"	2015-01-12	20	217
"286"	2015-01-12	21	217
"287"	2015-01-12	22	160
"288"	2015-01-12	23	200
"289"	2015-01-13	0	198
"290"	2015-01-13	1	214
"291"	2015-01-13	2	187
"292"	2015-01-13	3	209
"293"	2015-01-13	4	224
"294"	2015-01-13	5	217
"295"	2015-01-13	6	218
"296"	2015-01-13	7	244
"297"	2015-01-13	8	219
"298"	2015-01-13	9	218
"299"	2015-01-13	10	219
"300"	2015-01-13	11	219
"301"	2015-01-13	12	218
"302"	2015-01-13	13	190
"303"	2015-01-13	14	175
"304"	2015-01-13	15	151
"305"	2015-01-13	16	129
"306"	2015-01-13	17	219
"307"	2015-01-13	18	218
"308"	2015-01-13	19	217
"309"	2015-01-13	20	175
"310"	2015-01-13	21	217
"311"	2015-01-13	22	217
"312"	2015-01-13	23	217
"313"	2015-01-14	0	217
"314"	2015-01-14	1	220
"315"	2015-01-14	2	220
"316"	2015-01-14	3	200
"317"	2015-01-14	4	200
"318"	2015-01-14	5	220
"319"	2015-01-14	6	234
"320"	2015-01-14	7	225
"321"	2015-01-14	8	225
"322"	2015-01-14	9	239
"323"	2015-01-14	10	248
"324"	2015-01-14	11	225
"325"	2015-01-14	12	225
"326"	2015-01-14	13	140
"327"	2015-01-14	14	128
"328"	2015-01-14	15	129
"329"	2015-01-14	16	133
"330"	2015-01-14	17	225
"331"	2015-01-14	18	249
"332"	2015-01-14	19	250
"333"	2015-01-14	20	218
"334"	2015-01-14	21	255
"335"	2015-01-14	22	234
"336"	2015-01-14	23	244
"337"	2015-01-15	0	217
"338"	2015-01-15	1	217
"339"	2015-01-15	2	140
"340"	2015-01-15	3	160
"341"	2015-01-15	4	160
"342"	2015-01-15	5	206
"343"	2015-01-15	6	217
"344"	2015-01-15	7	217
"345"	2015-01-15	8	248
"346"	2015-01-15	9	255
"347"	2015-01-15	10	256
"348"	2015-01-15	11	255
"349"	2015-01-15	12	245
"350"	2015-01-15	13	230
"351"	2015-01-15	14	219
"352"	2015-01-15	15	218
"353"	2015-01-15	16	220
"354"	2015-01-15	17	254
"355"	2015-01-15	18	255
"356"	2015-01-15	19	255
"357"	2015-01-15	20	239
"358"	2015-01-15	21	243
"359"	2015-01-15	22	234
"360"	2015-01-15	23	255
"361"	2015-01-16	0	217
"362"	2015-01-16	1	140
"363"	2015-01-16	2	150
"364"	2015-01-16	3	160
"365"	2015-01-16	4	160
"366"	2015-01-16	5	160
"367"	2015-01-16	6	216
"368"	2015-01-16	7	140
"369"	2015-01-16	8	140
"370"	2015-01-16	9	219
"371"	2015-01-16	10	168
"372"	2015-01-16	11	219
"373"	2015-01-16	12	168
"374"	2015-01-16	13	218
"375"	2015-01-16	14	235
"376"	2015-01-16	15	235
"377"	2015-01-16	16	219
"378"	2015-01-16	17	235
"379"	2015-01-16	18	218
"380"	2015-01-16	19	140
"381"	2015-01-16	20	140
"382"	2015-01-16	21	135
"383"	2015-01-16	22	135
"384"	2015-01-16	23	140
"385"	2015-01-17	0	218
"386"	2015-01-17	1	217
"387"	2015-01-17	2	220
"388"	2015-01-17	3	216
"389"	2015-01-17	4	216
"390"	2015-01-17	5	216
"391"	2015-01-17	6	216
"392"	2015-01-17	7	218
"393"	2015-01-17	8	226
"394"	2015-01-17	9	218
"395"	2015-01-17	10	218
"396"	2015-01-17	11	219
"397"	2015-01-17	12	160
"398"	2015-01-17	13	133
"399"	2015-01-17	14	133
"400"	2015-01-17	15	133
"401"	2015-01-17	16	140
"402"	2015-01-17	17	195
"403"	2015-01-17	18	235
"404"	2015-01-17	19	218
"405"	2015-01-17	20	218
"406"	2015-01-17	21	253
"407"	2015-01-17	22	253
"408"	2015-01-17	23	255
"409"	2015-01-18	0	217
"410"	2015-01-18	1	254
"411"	2015-01-18	2	217
"412"	2015-01-18	3	215
"413"	2015-01-18	4	203
"414"	2015-01-18	5	210
"415"	2015-01-18	6	250
"416"	2015-01-18	7	225
"417"	2015-01-18	8	215
"418"	2015-01-18	9	215
"419"	2015-01-18	10	215
"420"	2015-01-18	11	216
"421"	2015-01-18	12	206
"422"	2015-01-18	13	203
"423"	2015-01-18	14	200
"424"	2015-01-18	15	203
"425"	2015-01-18	16	150
"426"	2015-01-18	17	170
"427"	2015-01-18	18	217
"428"	2015-01-18	19	217
"429"	2015-01-18	20	225
"430"	2015-01-18	21	225
"431"	2015-01-18	22	217
"432"	2015-01-18	23	216
"433"	2015-01-19	0	150
"434"	2015-01-19	1	150
"435"	2015-01-19	2	125
"436"	2015-01-19	3	125
"437"	2015-01-19	4	125
"438"	2015-01-19	5	117
"439"	2015-01-19	6	140
"440"	2015-01-19	7	228
"441"	2015-01-19	8	245
"442"	2015-01-19	9	255
"443"	2015-01-19	10	243
"444"	2015-01-19	11	236
"445"	2015-01-19	12	235
"446"	2015-01-19	13	218
"447"	2015-01-19	14	219
"448"	2015-01-19	15	218
"449"	2015-01-19	16	140
"450"	2015-01-19	17	224
"451"	2015-01-19	18	219
"452"	2015-01-19	19	150
"453"	2015-01-19	20	160
"454"	2015-01-19	21	218
"455"	2015-01-19	22	150
"456"	2015-01-19	23	217
"457"	2015-01-20	0	218
"458"	2015-01-20	1	240
"459"	2015-01-20	2	234
"460"	2015-01-20	3	230
"461"	2015-01-20	4	230
"462"	2015-01-20	5	230
"463"	2015-01-20	6	240
"464"	2015-01-20	7	234
"465"	2015-01-20	8	250
"466"	2015-01-20	9	243
"467"	2015-01-20	10	219
"468"	2015-01-20	11	219
"469"	2015-01-20	12	218
"470"	2015-01-20	13	136
"471"	2015-01-20	14	136
"472"	2015-01-20	15	133
"473"	2015-01-20	16	134
"474"	2015-01-20	17	169
"475"	2015-01-20	18	219
"476"	2015-01-20	19	228
"477"	2015-01-20	20	235
"478"	2015-01-20	21	250
"479"	2015-01-20	22	251
"480"	2015-01-20	23	250
"481"	2015-01-21	0	248
"482"	2015-01-21	1	250
"483"	2015-01-21	2	240
"484"	2015-01-21	3	235
"485"	2015-01-21	4	220
"486"	2015-01-21	5	207
"487"	2015-01-21	6	220
"488"	2015-01-21	7	199
"489"	2015-01-21	8	217
"490"	2015-01-21	9	222
"491"	2015-01-21	10	218
"492"	2015-01-21	11	218
"493"	2015-01-21	12	166
"494"	2015-01-21	13	140
"495"	2015-01-21	14	140
"496"	2015-01-21	15	135
"497"	2015-01-21	16	133
"498"	2015-01-21	17	150
"499"	2015-01-21	18	217
"500"	2015-01-21	19	145
"501"	2015-01-21	20	145
"502"	2015-01-21	21	181
"503"	2015-01-21	22	200
"504"	2015-01-21	23	219
"505"	2015-01-22	0	216
"506"	2015-01-22	1	206
"507"	2015-01-22	2	189
"508"	2015-01-22	3	190
"509"	2015-01-22	4	150
"510"	2015-01-22	5	119
"511"	2015-01-22	6	151
"512"	2015-01-22	7	160
"513"	2015-01-22	8	213
"514"	2015-01-22	9	213
"515"	2015-01-22	10	175
"516"	2015-01-22	11	134
"517"	2015-01-22	12	126
"518"	2015-01-22	13	133
"519"	2015-01-22	14	187
"520"	2015-01-22	15	150
"521"	2015-01-22	16	140
"522"	2015-01-22	17	181
"523"	2015-01-22	18	203
"524"	2015-01-22	19	150
"525"	2015-01-22	20	117
"526"	2015-01-22	21	116
"527"	2015-01-22	22	150
"528"	2015-01-22	23	150
"529"	2015-01-23	0	150
"530"	2015-01-23	1	135
"531"	2015-01-23	2	140
"532"	2015-01-23	3	135
"533"	2015-01-23	4	96
"534"	2015-01-23	5	102
"535"	2015-01-23	6	96
"536"	2015-01-23	7	111
"537"	2015-01-23	8	165
"538"	2015-01-23	9	190
"539"	2015-01-23	10	192
"540"	2015-01-23	11	190
"541"	2015-01-23	12	116
"542"	2015-01-23	13	117
"543"	2015-01-23	14	176
"544"	2015-01-23	15	119
"545"	2015-01-23	16	119
"546"	2015-01-23	17	150
"547"	2015-01-23	18	140
"548"	2015-01-23	19	117
"549"	2015-01-23	20	111
"550"	2015-01-23	21	117
"551"	2015-01-23	22	119
"552"	2015-01-23	23	164
"553"	2015-01-24	0	119
"554"	2015-01-24	1	119
"555"	2015-01-24	2	122
"556"	2015-01-24	3	106
"557"	2015-01-24	4	106
"558"	2015-01-24	5	114
"559"	2015-01-24	6	130
"560"	2015-01-24	7	106
"561"	2015-01-24	8	111
"562"	2015-01-24	9	119
"563"	2015-01-24	10	119
"564"	2015-01-24	11	119
"565"	2015-01-24	12	114
"566"	2015-01-24	13	109
"567"	2015-01-24	14	105
"568"	2015-01-24	15	104
"569"	2015-01-24	16	106
"570"	2015-01-24	17	114
"571"	2015-01-24	18	117
"572"	2015-01-24	19	117
"573"	2015-01-24	20	111
"574"	2015-01-24	21	111
"575"	2015-01-24	22	119
"576"	2015-01-24	23	119
"577"	2015-01-25	0	119
"578"	2015-01-25	1	119
"579"	2015-01-25	2	20
"580"	2015-01-25	3	1
"581"	2015-01-25	4	0
"582"	2015-01-25	5	0
"583"	2015-01-25	6	0
"584"	2015-01-25	7	0
"585"	2015-01-25	8	0
"586"	2015-01-25	9	135
"587"	2015-01-25	10	117
"588"	2015-01-25	11	117
"589"	2015-01-25	12	112
"590"	2015-01-25	13	109
"591"	2015-01-25	14	96
"592"	2015-01-25	15	95
"593"	2015-01-25	16	96
"594"	2015-01-25	17	106
"595"	2015-01-25	18	114
"596"	2015-01-25	19	111
"597"	2015-01-25	20	111
"598"	2015-01-25	21	112
"599"	2015-01-25	22	114
"600"	2015-01-25	23	119
"601"	2015-01-26	0	119
"602"	2015-01-26	1	123
"603"	2015-01-26	2	49
"604"	2015-01-26	3	30
"605"	2015-01-26	4	30
"606"	2015-01-26	5	60
"607"	2015-01-26	6	140
"608"	2015-01-26	7	95
"609"	2015-01-26	8	140
"610"	2015-01-26	9	180
"611"	2015-01-26	10	198
"612"	2015-01-26	11	204
"613"	2015-01-26	12	200
"614"	2015-01-26	13	198
"615"	2015-01-26	14	198
"616"	2015-01-26	15	198
"617"	2015-01-26	16	190
"618"	2015-01-26	17	202
"619"	2015-01-26	18	200
"620"	2015-01-26	19	116
"621"	2015-01-26	20	125
"622"	2015-01-26	21	160
"623"	2015-01-26	22	150
"624"	2015-01-26	23	182
"625"	2015-01-27	0	149
"626"	2015-01-27	1	135
"627"	2015-01-27	2	140
"628"	2015-01-27	3	140
"629"	2015-01-27	4	103
"630"	2015-01-27	5	123
"631"	2015-01-27	6	142
"632"	2015-01-27	7	145
"633"	2015-01-27	8	169
"634"	2015-01-27	9	198
"635"	2015-01-27	10	199
"636"	2015-01-27	11	200
"637"	2015-01-27	12	198
"638"	2015-01-27	13	190
"639"	2015-01-27	14	199
"640"	2015-01-27	15	195
"641"	2015-01-27	16	199
"642"	2015-01-27	17	198
"643"	2015-01-27	18	175
"644"	2015-01-27	19	140
"645"	2015-01-27	20	140
"646"	2015-01-27	21	130
"647"	2015-01-27	22	168
"648"	2015-01-27	23	125
"649"	2015-01-28	0	119
"650"	2015-01-28	1	114
"651"	2015-01-28	2	84
"652"	2015-01-28	3	83
"653"	2015-01-28	4	30
"654"	2015-01-28	5	88
"655"	2015-01-28	6	95
"656"	2015-01-28	7	96
"657"	2015-01-28	8	180
"658"	2015-01-28	9	200
"659"	2015-01-28	10	204
"660"	2015-01-28	11	200
"661"	2015-01-28	12	211
"662"	2015-01-28	13	204
"663"	2015-01-28	14	215
"664"	2015-01-28	15	210
"665"	2015-01-28	16	200
"666"	2015-01-28	17	190
"667"	2015-01-28	18	180
"668"	2015-01-28	19	150
"669"	2015-01-28	20	188
"670"	2015-01-28	21	200
"671"	2015-01-28	22	195
"672"	2015-01-28	23	192
"673"	2015-01-29	0	160
"674"	2015-01-29	1	160
"675"	2015-01-29	2	160
"676"	2015-01-29	3	178
"677"	2015-01-29	4	178
"678"	2015-01-29	5	123
"679"	2015-01-29	6	125
"680"	2015-01-29	7	95
"681"	2015-01-29	8	150
"682"	2015-01-29	9	180
"683"	2015-01-29	10	188
"684"	2015-01-29	11	180
"685"	2015-01-29	12	178
"686"	2015-01-29	13	180
"687"	2015-01-29	14	195
"688"	2015-01-29	15	190
"689"	2015-01-29	16	182
"690"	2015-01-29	17	180
"691"	2015-01-29	18	150
"692"	2015-01-29	19	150
"693"	2015-01-29	20	125
"694"	2015-01-29	21	135
"695"	2015-01-29	22	140
"696"	2015-01-29	23	123
"697"	2015-01-30	0	160
"698"	2015-01-30	1	160
"699"	2015-01-30	2	84
"700"	2015-01-30	3	70
"701"	2015-01-30	4	80
"702"	2015-01-30	5	83
"703"	2015-01-30	6	123
"704"	2015-01-30	7	145
"705"	2015-01-30	8	160
"706"	2015-01-30	9	170
"707"	2015-01-30	10	174
"708"	2015-01-30	11	185
"709"	2015-01-30	12	189
"710"	2015-01-30	13	198
"711"	2015-01-30	14	150
"712"	2015-01-30	15	145
"713"	2015-01-30	16	180
"714"	2015-01-30	17	150
"715"	2015-01-30	18	125
"716"	2015-01-30	19	135
"717"	2015-01-30	20	111
"718"	2015-01-30	21	111
"719"	2015-01-30	22	119
"720"	2015-01-30	23	119
"721"	2015-01-31	0	145
"722"	2015-01-31	1	123
"723"	2015-01-31	2	81
"724"	2015-01-31	3	80
"725"	2015-01-31	4	80
"726"	2015-01-31	5	80
"727"	2015-01-31	6	120
"728"	2015-01-31	7	80
"729"	2015-01-31	8	185
"730"	2015-01-31	9	191
"731"	2015-01-31	10	155
"732"	2015-01-31	11	189
"733"	2015-01-31	12	173
"734"	2015-01-31	13	185
"735"	2015-01-31	14	165
"736"	2015-01-31	15	190
"737"	2015-01-31	16	165
"738"	2015-01-31	17	125
"739"	2015-01-31	18	114
"740"	2015-01-31	19	125
"741"	2015-01-31	20	145
"742"	2015-01-31	21	125
"743"	2015-01-31	22	142
"744"	2015-01-31	23	125
"745"	2015-02-01	0	160
"746"	2015-02-01	1	190
"747"	2015-02-01	2	90
"748"	2015-02-01	3	90
"749"	2015-02-01	4	80
"750"	2015-02-01	5	20
"751"	2015-02-01	6	15
"752"	2015-02-01	7	1
"753"	2015-02-01	8	1
"754"	2015-02-01	9	96
"755"	2015-02-01	10	95
"756"	2015-02-01	11	125
"757"	2015-02-01	12	125
"758"	2015-02-01	13	125
"759"	2015-02-01	14	125
"760"	2015-02-01	15	125
"761"	2015-02-01	16	124
"762"	2015-02-01	17	145
"763"	2015-02-01	18	175
"764"	2015-02-01	19	170
"765"	2015-02-01	20	135
"766"	2015-02-01	21	129
"767"	2015-02-01	22	145
"768"	2015-02-01	23	125
"769"	2015-02-02	0	100
"770"	2015-02-02	1	0
"771"	2015-02-02	2	0
"772"	2015-02-02	3	0
"773"	2015-02-02	4	0
"774"	2015-02-02	5	0
"775"	2015-02-02	6	0
"776"	2015-02-02	7	0
"777"	2015-02-02	8	110
"778"	2015-02-02	9	119
"779"	2015-02-02	10	117
"780"	2015-02-02	11	119
"781"	2015-02-02	12	119
"782"	2015-02-02	13	119
"783"	2015-02-02	14	125
"784"	2015-02-02	15	117
"785"	2015-02-02	16	119
"786"	2015-02-02	17	125
"787"	2015-02-02	18	125
"788"	2015-02-02	19	119
"789"	2015-02-02	20	117
"790"	2015-02-02	21	114
"791"	2015-02-02	22	114
"792"	2015-02-02	23	114
"793"	2015-02-03	0	95
"794"	2015-02-03	1	94
"795"	2015-02-03	2	77
"796"	2015-02-03	3	70
"797"	2015-02-03	4	31
"798"	2015-02-03	5	20
"799"	2015-02-03	6	120
"800"	2015-02-03	7	20
"801"	2015-02-03	8	95
"802"	2015-02-03	9	114
"803"	2015-02-03	10	119
"804"	2015-02-03	11	117
"805"	2015-02-03	12	106
"806"	2015-02-03	13	119
"807"	2015-02-03	14	117
"808"	2015-02-03	15	114
"809"	2015-02-03	16	114
"810"	2015-02-03	17	119
"811"	2015-02-03	18	140
"812"	2015-02-03	19	119
"813"	2015-02-03	20	111
"814"	2015-02-03	21	111
"815"	2015-02-03	22	119
"816"	2015-02-03	23	111
"817"	2015-02-04	0	111
"818"	2015-02-04	1	95
"819"	2015-02-04	2	125
"820"	2015-02-04	3	143
"821"	2015-02-04	4	119
"822"	2015-02-04	5	143
"823"	2015-02-04	6	149
"824"	2015-02-04	7	145
"825"	2015-02-04	8	200
"826"	2015-02-04	9	204
"827"	2015-02-04	10	200
"828"	2015-02-04	11	204
"829"	2015-02-04	12	181
"830"	2015-02-04	13	150
"831"	2015-02-04	14	119
"832"	2015-02-04	15	119
"833"	2015-02-04	16	119
"834"	2015-02-04	17	119
"835"	2015-02-04	18	119
"836"	2015-02-04	19	119
"837"	2015-02-04	20	125
"838"	2015-02-04	21	95
"839"	2015-02-04	22	119
"840"	2015-02-04	23	95
"841"	2015-02-05	0	114
"842"	2015-02-05	1	138
"843"	2015-02-05	2	120
"844"	2015-02-05	3	89
"845"	2015-02-05	4	82
"846"	2015-02-05	5	140
"847"	2015-02-05	6	140
"848"	2015-02-05	7	135
"849"	2015-02-05	8	200
"850"	2015-02-05	9	190
"851"	2015-02-05	10	119
"852"	2015-02-05	11	164
"853"	2015-02-05	12	114
"854"	2015-02-05	13	119
"855"	2015-02-05	14	134
"856"	2015-02-05	15	119
"857"	2015-02-05	16	114
"858"	2015-02-05	17	119
"859"	2015-02-05	18	167
"860"	2015-02-05	19	160
"861"	2015-02-05	20	119
"862"	2015-02-05	21	119
"863"	2015-02-05	22	119
"864"	2015-02-05	23	119
"865"	2015-02-06	0	119
"866"	2015-02-06	1	135
"867"	2015-02-06	2	124
"868"	2015-02-06	3	120
"869"	2015-02-06	4	160
"870"	2015-02-06	5	150
"871"	2015-02-06	6	181
"872"	2015-02-06	7	140
"873"	2015-02-06	8	192
"874"	2015-02-06	9	200
"875"	2015-02-06	10	200
"876"	2015-02-06	11	205
"877"	2015-02-06	12	170
"878"	2015-02-06	13	119
"879"	2015-02-06	14	140
"880"	2015-02-06	15	119
"881"	2015-02-06	16	119
"882"	2015-02-06	17	119
"883"	2015-02-06	18	119
"884"	2015-02-06	19	119
"885"	2015-02-06	20	119
"886"	2015-02-06	21	119
"887"	2015-02-06	22	119
"888"	2015-02-06	23	119
"889"	2015-02-07	0	164
"890"	2015-02-07	1	164
"891"	2015-02-07	2	180
"892"	2015-02-07	3	101
"893"	2015-02-07	4	92
"894"	2015-02-07	5	154
"895"	2015-02-07	6	189
"896"	2015-02-07	7	145
"897"	2015-02-07	8	176
"898"	2015-02-07	9	150
"899"	2015-02-07	10	170
"900"	2015-02-07	11	170
"901"	2015-02-07	12	119
"902"	2015-02-07	13	119
"903"	2015-02-07	14	104
"904"	2015-02-07	15	104
"905"	2015-02-07	16	104
"906"	2015-02-07	17	119
"907"	2015-02-07	18	119
"908"	2015-02-07	19	130
"909"	2015-02-07	20	135
"910"	2015-02-07	21	124
"911"	2015-02-07	22	119
"912"	2015-02-07	23	119
"913"	2015-02-08	0	114
"914"	2015-02-08	1	145
"915"	2015-02-08	2	92
"916"	2015-02-08	3	30
"917"	2015-02-08	4	116
"918"	2015-02-08	5	150
"919"	2015-02-08	6	150
"920"	2015-02-08	7	42
"921"	2015-02-08	8	155
"922"	2015-02-08	9	163
"923"	2015-02-08	10	172
"924"	2015-02-08	11	120
"925"	2015-02-08	12	161
"926"	2015-02-08	13	185
"927"	2015-02-08	14	204
"928"	2015-02-08	15	160
"929"	2015-02-08	16	185
"930"	2015-02-08	17	163
"931"	2015-02-08	18	180
"932"	2015-02-08	19	174
