"Tarih"	"Saat"	"SMF"
"13651"	2016-07-22	18	193
"13652"	2016-07-22	19	167
"13653"	2016-07-22	20	193
"13654"	2016-07-22	21	193
"13655"	2016-07-22	22	195
"13656"	2016-07-22	23	190
"13657"	2016-07-23	0	190
"13658"	2016-07-23	1	190
"13659"	2016-07-23	2	167
"13660"	2016-07-23	3	190
"13661"	2016-07-23	4	189
"13662"	2016-07-23	5	150
"13663"	2016-07-23	6	0
"13664"	2016-07-23	7	74
"13665"	2016-07-23	8	169
"13666"	2016-07-23	9	199
"13667"	2016-07-23	10	220
"13668"	2016-07-23	11	228
"13669"	2016-07-23	12	199
"13670"	2016-07-23	13	199
"13671"	2016-07-23	14	191
"13672"	2016-07-23	15	191
"13673"	2016-07-23	16	167
"13674"	2016-07-23	17	160
"13675"	2016-07-23	18	104
"13676"	2016-07-23	19	104
"13677"	2016-07-23	20	165
"13678"	2016-07-23	21	180
"13679"	2016-07-23	22	167
"13680"	2016-07-23	23	104
"13681"	2016-07-24	0	130
"13682"	2016-07-24	1	104
"13683"	2016-07-24	2	170
"13684"	2016-07-24	3	150
"13685"	2016-07-24	4	120
"13686"	2016-07-24	5	74
"13687"	2016-07-24	6	0
"13688"	2016-07-24	7	0
"13689"	2016-07-24	8	0
"13690"	2016-07-24	9	100
"13691"	2016-07-24	10	80
"13692"	2016-07-24	11	100
"13693"	2016-07-24	12	101
"13694"	2016-07-24	13	104
"13695"	2016-07-24	14	104
"13696"	2016-07-24	15	190
"13697"	2016-07-24	16	104
"13698"	2016-07-24	17	74
"13699"	2016-07-24	18	74
"13700"	2016-07-24	19	74
"13701"	2016-07-24	20	170
"13702"	2016-07-24	21	228
"13703"	2016-07-24	22	228
"13704"	2016-07-24	23	180
"13705"	2016-07-25	0	215
"13706"	2016-07-25	1	180
"13707"	2016-07-25	2	160
"13708"	2016-07-25	3	150
"13709"	2016-07-25	4	160
"13710"	2016-07-25	5	135
"13711"	2016-07-25	6	0
"13712"	2016-07-25	7	65
"13713"	2016-07-25	8	153
"13714"	2016-07-25	9	188
"13715"	2016-07-25	10	193
"13716"	2016-07-25	11	198
"13717"	2016-07-25	12	190
"13718"	2016-07-25	13	193
"13719"	2016-07-25	14	202
"13720"	2016-07-25	15	215
"13721"	2016-07-25	16	205
"13722"	2016-07-25	17	195
"13723"	2016-07-25	18	167
"13724"	2016-07-25	19	170
"13725"	2016-07-25	20	190
"13726"	2016-07-25	21	209
"13727"	2016-07-25	22	199
"13728"	2016-07-25	23	198
"13729"	2016-07-26	0	201
"13730"	2016-07-26	1	199
"13731"	2016-07-26	2	190
"13732"	2016-07-26	3	167
"13733"	2016-07-26	4	174
"13734"	2016-07-26	5	160
"13735"	2016-07-26	6	0
"13736"	2016-07-26	7	154
"13737"	2016-07-26	8	167
"13738"	2016-07-26	9	182
"13739"	2016-07-26	10	186
"13740"	2016-07-26	11	217
"13741"	2016-07-26	12	200
"13742"	2016-07-26	13	208
"13743"	2016-07-26	14	228
"13744"	2016-07-26	15	230
"13745"	2016-07-26	16	225
"13746"	2016-07-26	17	188
"13747"	2016-07-26	18	180
"13748"	2016-07-26	19	165
"13749"	2016-07-26	20	178
"13750"	2016-07-26	21	196
"13751"	2016-07-26	22	190
"13752"	2016-07-26	23	188
"13753"	2016-07-27	0	185
"13754"	2016-07-27	1	104
"13755"	2016-07-27	2	167
"13756"	2016-07-27	3	94
"13757"	2016-07-27	4	160
"13758"	2016-07-27	5	139
"13759"	2016-07-27	6	0
"13760"	2016-07-27	7	124
"13761"	2016-07-27	8	85
"13762"	2016-07-27	9	219
"13763"	2016-07-27	10	220
"13764"	2016-07-27	11	230
"13765"	2016-07-27	12	210
"13766"	2016-07-27	13	228
"13767"	2016-07-27	14	230
"13768"	2016-07-27	15	230
"13769"	2016-07-27	16	230
"13770"	2016-07-27	17	200
"13771"	2016-07-27	18	180
"13772"	2016-07-27	19	175
"13773"	2016-07-27	20	188
"13774"	2016-07-27	21	193
"13775"	2016-07-27	22	190
"13776"	2016-07-27	23	180
"13777"	2016-07-28	0	190
"13778"	2016-07-28	1	165
"13779"	2016-07-28	2	165
"13780"	2016-07-28	3	180
"13781"	2016-07-28	4	170
"13782"	2016-07-28	5	150
"13783"	2016-07-28	6	0
"13784"	2016-07-28	7	120
"13785"	2016-07-28	8	167
"13786"	2016-07-28	9	206
"13787"	2016-07-28	10	219
"13788"	2016-07-28	11	220
"13789"	2016-07-28	12	201
"13790"	2016-07-28	13	218
"13791"	2016-07-28	14	230
"13792"	2016-07-28	15	230
"13793"	2016-07-28	16	230
"13794"	2016-07-28	17	200
"13795"	2016-07-28	18	180
"13796"	2016-07-28	19	159
"13797"	2016-07-28	20	180
"13798"	2016-07-28	21	193
"13799"	2016-07-28	22	190
"13800"	2016-07-28	23	165
"13801"	2016-07-29	0	180
"13802"	2016-07-29	1	170
"13803"	2016-07-29	2	120
"13804"	2016-07-29	3	104
"13805"	2016-07-29	4	100
"13806"	2016-07-29	5	125
"13807"	2016-07-29	6	0
"13808"	2016-07-29	7	150
"13809"	2016-07-29	8	172
"13810"	2016-07-29	9	202
"13811"	2016-07-29	10	208
"13812"	2016-07-29	11	130
"13813"	2016-07-29	12	210
"13814"	2016-07-29	13	118
"13815"	2016-07-29	14	218
"13816"	2016-07-29	15	218
"13817"	2016-07-29	16	213
"13818"	2016-07-29	17	178
"13819"	2016-07-29	18	156
"13820"	2016-07-29	19	144
"13821"	2016-07-29	20	180
"13822"	2016-07-29	21	182
"13823"	2016-07-29	22	171
"13824"	2016-07-29	23	144
"13825"	2016-07-30	0	175
"13826"	2016-07-30	1	170
"13827"	2016-07-30	2	164
"13828"	2016-07-30	3	164
"13829"	2016-07-30	4	165
"13830"	2016-07-30	5	170
"13831"	2016-07-30	6	74
"13832"	2016-07-30	7	150
"13833"	2016-07-30	8	94
"13834"	2016-07-30	9	175
"13835"	2016-07-30	10	200
"13836"	2016-07-30	11	225
"13837"	2016-07-30	12	200
"13838"	2016-07-30	13	210
"13839"	2016-07-30	14	220
"13840"	2016-07-30	15	200
"13841"	2016-07-30	16	171
"13842"	2016-07-30	17	190
"13843"	2016-07-30	18	164
"13844"	2016-07-30	19	160
"13845"	2016-07-30	20	175
"13846"	2016-07-30	21	175
"13847"	2016-07-30	22	94
"13848"	2016-07-30	23	120
"13849"	2016-07-31	0	202
"13850"	2016-07-31	1	171
"13851"	2016-07-31	2	153
"13852"	2016-07-31	3	145
"13853"	2016-07-31	4	94
"13854"	2016-07-31	5	170
"13855"	2016-07-31	6	0
"13856"	2016-07-31	7	0
"13857"	2016-07-31	8	40
"13858"	2016-07-31	9	45
"13859"	2016-07-31	10	60
"13860"	2016-07-31	11	80
"13861"	2016-07-31	12	64
"13862"	2016-07-31	13	82
"13863"	2016-07-31	14	100
"13864"	2016-07-31	15	171
"13865"	2016-07-31	16	94
"13866"	2016-07-31	17	61
"13867"	2016-07-31	18	61
"13868"	2016-07-31	19	61
"13869"	2016-07-31	20	70
"13870"	2016-07-31	21	171
"13871"	2016-07-31	22	175
"13872"	2016-07-31	23	175
"13873"	2016-08-01	0	175
"13874"	2016-08-01	1	170
"13875"	2016-08-01	2	175
"13876"	2016-08-01	3	140
"13877"	2016-08-01	4	150
"13878"	2016-08-01	5	150
"13879"	2016-08-01	6	74
"13880"	2016-08-01	7	144
"13881"	2016-08-01	8	99
"13882"	2016-08-01	9	214
"13883"	2016-08-01	10	240
"13884"	2016-08-01	11	250
"13885"	2016-08-01	12	240
"13886"	2016-08-01	13	230
"13887"	2016-08-01	14	239
"13888"	2016-08-01	15	250
"13889"	2016-08-01	16	253
"13890"	2016-08-01	17	250
"13891"	2016-08-01	18	230
"13892"	2016-08-01	19	200
"13893"	2016-08-01	20	216
"13894"	2016-08-01	21	215
"13895"	2016-08-01	22	210
"13896"	2016-08-01	23	200
"13897"	2016-08-02	0	200
"13898"	2016-08-02	1	170
"13899"	2016-08-02	2	143
"13900"	2016-08-02	3	121
"13901"	2016-08-02	4	135
"13902"	2016-08-02	5	160
"13903"	2016-08-02	6	74
"13904"	2016-08-02	7	157
"13905"	2016-08-02	8	172
"13906"	2016-08-02	9	213
"13907"	2016-08-02	10	238
"13908"	2016-08-02	11	240
"13909"	2016-08-02	12	239
"13910"	2016-08-02	13	239
"13911"	2016-08-02	14	253
"13912"	2016-08-02	15	250
"13913"	2016-08-02	16	249
"13914"	2016-08-02	17	231
"13915"	2016-08-02	18	211
"13916"	2016-08-02	19	175
"13917"	2016-08-02	20	200
"13918"	2016-08-02	21	215
"13919"	2016-08-02	22	215
"13920"	2016-08-02	23	200
"13921"	2016-08-03	0	199
"13922"	2016-08-03	1	165
"13923"	2016-08-03	2	150
"13924"	2016-08-03	3	120
"13925"	2016-08-03	4	80
"13926"	2016-08-03	5	75
"13927"	2016-08-03	6	5
"13928"	2016-08-03	7	80
"13929"	2016-08-03	8	181
"13930"	2016-08-03	9	211
"13931"	2016-08-03	10	128
"13932"	2016-08-03	11	130
"13933"	2016-08-03	12	128
"13934"	2016-08-03	13	220
"13935"	2016-08-03	14	236
"13936"	2016-08-03	15	231
"13937"	2016-08-03	16	220
"13938"	2016-08-03	17	198
"13939"	2016-08-03	18	170
"13940"	2016-08-03	19	132
"13941"	2016-08-03	20	168
"13942"	2016-08-03	21	180
"13943"	2016-08-03	22	158
"13944"	2016-08-03	23	120
"13945"	2016-08-04	0	200
"13946"	2016-08-04	1	165
"13947"	2016-08-04	2	165
"13948"	2016-08-04	3	175
"13949"	2016-08-04	4	160
"13950"	2016-08-04	5	110
"13951"	2016-08-04	6	80
"13952"	2016-08-04	7	171
"13953"	2016-08-04	8	190
"13954"	2016-08-04	9	202
"13955"	2016-08-04	10	218
"13956"	2016-08-04	11	221
"13957"	2016-08-04	12	220
"13958"	2016-08-04	13	217
"13959"	2016-08-04	14	223
"13960"	2016-08-04	15	220
"13961"	2016-08-04	16	214
"13962"	2016-08-04	17	214
"13963"	2016-08-04	18	165
"13964"	2016-08-04	19	104
"13965"	2016-08-04	20	199
"13966"	2016-08-04	21	220
"13967"	2016-08-04	22	205
"13968"	2016-08-04	23	190
"13969"	2016-08-05	0	180
"13970"	2016-08-05	1	158
"13971"	2016-08-05	2	140
"13972"	2016-08-05	3	127
"13973"	2016-08-05	4	118
"13974"	2016-08-05	5	100
"13975"	2016-08-05	6	79
"13976"	2016-08-05	7	160
"13977"	2016-08-05	8	175
"13978"	2016-08-05	9	234
"13979"	2016-08-05	10	255
"13980"	2016-08-05	11	245
"13981"	2016-08-05	12	254
"13982"	2016-08-05	13	234
"13983"	2016-08-05	14	230
"13984"	2016-08-05	15	230
"13985"	2016-08-05	16	212
"13986"	2016-08-05	17	224
"13987"	2016-08-05	18	173
"13988"	2016-08-05	19	155
"13989"	2016-08-05	20	160
"13990"	2016-08-05	21	158
"13991"	2016-08-05	22	104
"13992"	2016-08-05	23	110
"13993"	2016-08-06	0	190
"13994"	2016-08-06	1	175
"13995"	2016-08-06	2	165
"13996"	2016-08-06	3	140
"13997"	2016-08-06	4	140
"13998"	2016-08-06	5	80
"13999"	2016-08-06	6	71
"14000"	2016-08-06	7	100
"14001"	2016-08-06	8	160
"14002"	2016-08-06	9	193
"14003"	2016-08-06	10	206
"14004"	2016-08-06	11	225
"14005"	2016-08-06	12	211
"14006"	2016-08-06	13	207
"14007"	2016-08-06	14	207
"14008"	2016-08-06	15	204
"14009"	2016-08-06	16	190
"14010"	2016-08-06	17	157
"14011"	2016-08-06	18	144
"14012"	2016-08-06	19	153
"14013"	2016-08-06	20	170
"14014"	2016-08-06	21	165
"14015"	2016-08-06	22	160
"14016"	2016-08-06	23	130
"14017"	2016-08-07	0	202
"14018"	2016-08-07	1	180
"14019"	2016-08-07	2	149
"14020"	2016-08-07	3	80
"14021"	2016-08-07	4	27
"14022"	2016-08-07	5	35
"14023"	2016-08-07	6	0
"14024"	2016-08-07	7	21
"14025"	2016-08-07	8	8
"14026"	2016-08-07	9	28
"14027"	2016-08-07	10	38
"14028"	2016-08-07	11	68
"14029"	2016-08-07	12	54
"14030"	2016-08-07	13	80
"14031"	2016-08-07	14	90
"14032"	2016-08-07	15	80
"14033"	2016-08-07	16	90
"14034"	2016-08-07	17	126
"14035"	2016-08-07	18	85
"14036"	2016-08-07	19	120
"14037"	2016-08-07	20	170
"14038"	2016-08-07	21	171
"14039"	2016-08-07	22	100
"14040"	2016-08-07	23	80
"14041"	2016-08-08	0	100
"14042"	2016-08-08	1	80
"14043"	2016-08-08	2	93
"14044"	2016-08-08	3	100
"14045"	2016-08-08	4	100
"14046"	2016-08-08	5	1
"14047"	2016-08-08	6	0
"14048"	2016-08-08	7	48
"14049"	2016-08-08	8	172
"14050"	2016-08-08	9	207
"14051"	2016-08-08	10	123
"14052"	2016-08-08	11	222
"14053"	2016-08-08	12	123
"14054"	2016-08-08	13	124
"14055"	2016-08-08	14	227
"14056"	2016-08-08	15	200
"14057"	2016-08-08	16	200
"14058"	2016-08-08	17	208
"14059"	2016-08-08	18	170
"14060"	2016-08-08	19	160
"14061"	2016-08-08	20	170
"14062"	2016-08-08	21	175
"14063"	2016-08-08	22	172
"14064"	2016-08-08	23	160
"14065"	2016-08-09	0	170
"14066"	2016-08-09	1	155
"14067"	2016-08-09	2	131
"14068"	2016-08-09	3	118
"14069"	2016-08-09	4	135
"14070"	2016-08-09	5	118
"14071"	2016-08-09	6	85
"14072"	2016-08-09	7	155
"14073"	2016-08-09	8	193
"14074"	2016-08-09	9	228
"14075"	2016-08-09	10	230
"14076"	2016-08-09	11	231
"14077"	2016-08-09	12	230
"14078"	2016-08-09	13	230
"14079"	2016-08-09	14	235
"14080"	2016-08-09	15	233
"14081"	2016-08-09	16	230
"14082"	2016-08-09	17	230
"14083"	2016-08-09	18	229
"14084"	2016-08-09	19	180
"14085"	2016-08-09	20	210
"14086"	2016-08-09	21	190
"14087"	2016-08-09	22	210
"14088"	2016-08-09	23	161
"14089"	2016-08-10	0	180
"14090"	2016-08-10	1	165
"14091"	2016-08-10	2	150
"14092"	2016-08-10	3	150
"14093"	2016-08-10	4	104
"14094"	2016-08-10	5	110
"14095"	2016-08-10	6	45
"14096"	2016-08-10	7	135
"14097"	2016-08-10	8	202
"14098"	2016-08-10	9	212
"14099"	2016-08-10	10	220
"14100"	2016-08-10	11	230
"14101"	2016-08-10	12	220
"14102"	2016-08-10	13	224
"14103"	2016-08-10	14	230
"14104"	2016-08-10	15	170
"14105"	2016-08-10	16	223
"14106"	2016-08-10	17	210
"14107"	2016-08-10	18	200
"14108"	2016-08-10	19	170
"14109"	2016-08-10	20	175
"14110"	2016-08-10	21	175
"14111"	2016-08-10	22	170
"14112"	2016-08-10	23	160
"14113"	2016-08-11	0	180
"14114"	2016-08-11	1	175
"14115"	2016-08-11	2	150
"14116"	2016-08-11	3	104
"14117"	2016-08-11	4	104
"14118"	2016-08-11	5	124
"14119"	2016-08-11	6	30
"14120"	2016-08-11	7	150
"14121"	2016-08-11	8	116
"14122"	2016-08-11	9	126
"14123"	2016-08-11	10	228
"14124"	2016-08-11	11	234
"14125"	2016-08-11	12	225
"14126"	2016-08-11	13	230
"14127"	2016-08-11	14	238
"14128"	2016-08-11	15	231
"14129"	2016-08-11	16	226
"14130"	2016-08-11	17	215
"14131"	2016-08-11	18	204
"14132"	2016-08-11	19	116
"14133"	2016-08-11	20	205
"14134"	2016-08-11	21	203
"14135"	2016-08-11	22	205
"14136"	2016-08-11	23	175
"14137"	2016-08-12	0	175
"14138"	2016-08-12	1	165
"14139"	2016-08-12	2	150
"14140"	2016-08-12	3	150
"14141"	2016-08-12	4	140
"14142"	2016-08-12	5	144
"14143"	2016-08-12	6	70
"14144"	2016-08-12	7	135
"14145"	2016-08-12	8	162
"14146"	2016-08-12	9	208
"14147"	2016-08-12	10	150
"14148"	2016-08-12	11	220
"14149"	2016-08-12	12	225
"14150"	2016-08-12	13	220
"14151"	2016-08-12	14	229
"14152"	2016-08-12	15	230
"14153"	2016-08-12	16	229
"14154"	2016-08-12	17	204
"14155"	2016-08-12	18	168
"14156"	2016-08-12	19	135
"14157"	2016-08-12	20	175
"14158"	2016-08-12	21	160
"14159"	2016-08-12	22	160
"14160"	2016-08-12	23	150
"14161"	2016-08-13	0	165
"14162"	2016-08-13	1	150
"14163"	2016-08-13	2	148
"14164"	2016-08-13	3	104
"14165"	2016-08-13	4	118
"14166"	2016-08-13	5	104
"14167"	2016-08-13	6	49
"14168"	2016-08-13	7	104
"14169"	2016-08-13	8	104
"14170"	2016-08-13	9	102
"14171"	2016-08-13	10	113
"14172"	2016-08-13	11	119
"14173"	2016-08-13	12	106
"14174"	2016-08-13	13	113
"14175"	2016-08-13	14	111
"14176"	2016-08-13	15	100
"14177"	2016-08-13	16	104
"14178"	2016-08-13	17	104
"14179"	2016-08-13	18	80
"14180"	2016-08-13	19	64
"14181"	2016-08-13	20	100
"14182"	2016-08-13	21	80
"14183"	2016-08-13	22	100
"14184"	2016-08-13	23	74
"14185"	2016-08-14	0	135
"14186"	2016-08-14	1	104
"14187"	2016-08-14	2	119
"14188"	2016-08-14	3	100
"14189"	2016-08-14	4	100
"14190"	2016-08-14	5	74
"14191"	2016-08-14	6	0
"14192"	2016-08-14	7	0
"14193"	2016-08-14	8	0
"14194"	2016-08-14	9	4
"14195"	2016-08-14	10	60
"14196"	2016-08-14	11	80
"14197"	2016-08-14	12	80
"14198"	2016-08-14	13	134
"14199"	2016-08-14	14	129
"14200"	2016-08-14	15	100
"14201"	2016-08-14	16	100
"14202"	2016-08-14	17	80
"14203"	2016-08-14	18	30
"14204"	2016-08-14	19	94
"14205"	2016-08-14	20	130
"14206"	2016-08-14	21	134
"14207"	2016-08-14	22	100
"14208"	2016-08-14	23	100
"14209"	2016-08-15	0	104
"14210"	2016-08-15	1	104
"14211"	2016-08-15	2	100
"14212"	2016-08-15	3	30
"14213"	2016-08-15	4	4
"14214"	2016-08-15	5	0
"14215"	2016-08-15	6	0
"14216"	2016-08-15	7	100
"14217"	2016-08-15	8	100
"14218"	2016-08-15	9	204
"14219"	2016-08-15	10	206
"14220"	2016-08-15	11	214
"14221"	2016-08-15	12	122
"14222"	2016-08-15	13	122
"14223"	2016-08-15	14	124
"14224"	2016-08-15	15	150
"14225"	2016-08-15	16	125
"14226"	2016-08-15	17	104
"14227"	2016-08-15	18	101
"14228"	2016-08-15	19	93
"14229"	2016-08-15	20	150
"14230"	2016-08-15	21	150
"14231"	2016-08-15	22	93
"14232"	2016-08-15	23	81
"14233"	2016-08-16	0	84
"14234"	2016-08-16	1	75
"14235"	2016-08-16	2	100
"14236"	2016-08-16	3	118
"14237"	2016-08-16	4	118
"14238"	2016-08-16	5	109
"14239"	2016-08-16	6	84
"14240"	2016-08-16	7	93
"14241"	2016-08-16	8	159
"14242"	2016-08-16	9	172
"14243"	2016-08-16	10	122
"14244"	2016-08-16	11	210
"14245"	2016-08-16	12	117
"14246"	2016-08-16	13	120
"14247"	2016-08-16	14	212
"14248"	2016-08-16	15	170
"14249"	2016-08-16	16	204
"14250"	2016-08-16	17	190
"14251"	2016-08-16	18	159
"14252"	2016-08-16	19	150
"14253"	2016-08-16	20	175
"14254"	2016-08-16	21	160
"14255"	2016-08-16	22	100
"14256"	2016-08-16	23	68
"14257"	2016-08-17	0	160
"14258"	2016-08-17	1	93
"14259"	2016-08-17	2	135
"14260"	2016-08-17	3	119
"14261"	2016-08-17	4	134
"14262"	2016-08-17	5	118
"14263"	2016-08-17	6	39
"14264"	2016-08-17	7	70
"14265"	2016-08-17	8	159
"14266"	2016-08-17	9	180
"14267"	2016-08-17	10	210
"14268"	2016-08-17	11	230
"14269"	2016-08-17	12	190
"14270"	2016-08-17	13	220
"14271"	2016-08-17	14	228
"14272"	2016-08-17	15	230
"14273"	2016-08-17	16	230
"14274"	2016-08-17	17	205
"14275"	2016-08-17	18	175
"14276"	2016-08-17	19	175
"14277"	2016-08-17	20	190
"14278"	2016-08-17	21	201
"14279"	2016-08-17	22	180
"14280"	2016-08-17	23	178
"14281"	2016-08-18	0	175
"14282"	2016-08-18	1	165
"14283"	2016-08-18	2	134
"14284"	2016-08-18	3	104
"14285"	2016-08-18	4	117
"14286"	2016-08-18	5	115
"14287"	2016-08-18	6	80
"14288"	2016-08-18	7	144
"14289"	2016-08-18	8	160
"14290"	2016-08-18	9	215
"14291"	2016-08-18	10	225
"14292"	2016-08-18	11	225
"14293"	2016-08-18	12	225
"14294"	2016-08-18	13	228
"14295"	2016-08-18	14	230
"14296"	2016-08-18	15	225
"14297"	2016-08-18	16	225
"14298"	2016-08-18	17	227
"14299"	2016-08-18	18	175
"14300"	2016-08-18	19	175
"14301"	2016-08-18	20	205
"14302"	2016-08-18	21	175
"14303"	2016-08-18	22	160
"14304"	2016-08-18	23	148
"14305"	2016-08-19	0	175
"14306"	2016-08-19	1	93
"14307"	2016-08-19	2	80
"14308"	2016-08-19	3	132
"14309"	2016-08-19	4	115
"14310"	2016-08-19	5	103
"14311"	2016-08-19	6	90
"14312"	2016-08-19	7	134
"14313"	2016-08-19	8	175
"14314"	2016-08-19	9	219
"14315"	2016-08-19	10	219
"14316"	2016-08-19	11	225
"14317"	2016-08-19	12	216
"14318"	2016-08-19	13	210
"14319"	2016-08-19	14	225
"14320"	2016-08-19	15	222
"14321"	2016-08-19	16	160
"14322"	2016-08-19	17	207
"14323"	2016-08-19	18	175
"14324"	2016-08-19	19	170
"14325"	2016-08-19	20	175
"14326"	2016-08-19	21	170
"14327"	2016-08-19	22	160
"14328"	2016-08-19	23	150
"14329"	2016-08-20	0	195
"14330"	2016-08-20	1	175
"14331"	2016-08-20	2	185
"14332"	2016-08-20	3	180
"14333"	2016-08-20	4	175
"14334"	2016-08-20	5	164
"14335"	2016-08-20	6	100
"14336"	2016-08-20	7	178
"14337"	2016-08-20	8	169
"14338"	2016-08-20	9	202
"14339"	2016-08-20	10	230
"14340"	2016-08-20	11	230
"14341"	2016-08-20	12	230
"14342"	2016-08-20	13	230
"14343"	2016-08-20	14	230
"14344"	2016-08-20	15	215
"14345"	2016-08-20	16	178
"14346"	2016-08-20	17	180
"14347"	2016-08-20	18	169
"14348"	2016-08-20	19	169
"14349"	2016-08-20	20	178
"14350"	2016-08-20	21	194
"14351"	2016-08-20	22	169
"14352"	2016-08-20	23	169
"14353"	2016-08-21	0	185
"14354"	2016-08-21	1	166
"14355"	2016-08-21	2	130
"14356"	2016-08-21	3	124
"14357"	2016-08-21	4	160
"14358"	2016-08-21	5	175
"14359"	2016-08-21	6	140
"14360"	2016-08-21	7	145
"14361"	2016-08-21	8	1
"14362"	2016-08-21	9	124
"14363"	2016-08-21	10	66
"14364"	2016-08-21	11	178
"14365"	2016-08-21	12	175
"14366"	2016-08-21	13	195
"14367"	2016-08-21	14	210
"14368"	2016-08-21	15	210
"14369"	2016-08-21	16	199
"14370"	2016-08-21	17	175
"14371"	2016-08-21	18	170
"14372"	2016-08-21	19	170
"14373"	2016-08-21	20	189
"14374"	2016-08-21	21	190
"14375"	2016-08-21	22	200
"14376"	2016-08-21	23	172
"14377"	2016-08-22	0	200
"14378"	2016-08-22	1	175
"14379"	2016-08-22	2	150
"14380"	2016-08-22	3	175
"14381"	2016-08-22	4	179
"14382"	2016-08-22	5	175
"14383"	2016-08-22	6	160
"14384"	2016-08-22	7	180
"14385"	2016-08-22	8	210
"14386"	2016-08-22	9	230
"14387"	2016-08-22	10	230
"14388"	2016-08-22	11	231
"14389"	2016-08-22	12	230
"14390"	2016-08-22	13	231
"14391"	2016-08-22	14	231
"14392"	2016-08-22	15	231
"14393"	2016-08-22	16	230
"14394"	2016-08-22	17	230
"14395"	2016-08-22	18	230
"14396"	2016-08-22	19	220
"14397"	2016-08-22	20	230
"14398"	2016-08-22	21	230
"14399"	2016-08-22	22	229
"14400"	2016-08-22	23	220
"14401"	2016-08-23	0	206
"14402"	2016-08-23	1	178
"14403"	2016-08-23	2	176
"14404"	2016-08-23	3	134
"14405"	2016-08-23	4	131
"14406"	2016-08-23	5	106
"14407"	2016-08-23	6	0
"14408"	2016-08-23	7	142
"14409"	2016-08-23	8	135
"14410"	2016-08-23	9	128
"14411"	2016-08-23	10	129
"14412"	2016-08-23	11	160
"14413"	2016-08-23	12	187
"14414"	2016-08-23	13	221
"14415"	2016-08-23	14	225
"14416"	2016-08-23	15	230
"14417"	2016-08-23	16	230
"14418"	2016-08-23	17	226
"14419"	2016-08-23	18	209
"14420"	2016-08-23	19	193
"14421"	2016-08-23	20	209
"14422"	2016-08-23	21	190
"14423"	2016-08-23	22	175
"14424"	2016-08-23	23	155
"14425"	2016-08-24	0	172
"14426"	2016-08-24	1	95
"14427"	2016-08-24	2	130
"14428"	2016-08-24	3	140
"14429"	2016-08-24	4	136
"14430"	2016-08-24	5	134
"14431"	2016-08-24	6	90
"14432"	2016-08-24	7	134
"14433"	2016-08-24	8	180
"14434"	2016-08-24	9	205
"14435"	2016-08-24	10	212
"14436"	2016-08-24	11	228
"14437"	2016-08-24	12	229
"14438"	2016-08-24	13	225
"14439"	2016-08-24	14	228
"14440"	2016-08-24	15	150
"14441"	2016-08-24	16	212
"14442"	2016-08-24	17	202
"14443"	2016-08-24	18	175
"14444"	2016-08-24	19	165
"14445"	2016-08-24	20	190
"14446"	2016-08-24	21	140
"14447"	2016-08-24	22	120
"14448"	2016-08-24	23	175
"14449"	2016-08-25	0	175
"14450"	2016-08-25	1	162
"14451"	2016-08-25	2	160
"14452"	2016-08-25	3	149
"14453"	2016-08-25	4	169
"14454"	2016-08-25	5	169
"14455"	2016-08-25	6	149
"14456"	2016-08-25	7	165
"14457"	2016-08-25	8	169
"14458"	2016-08-25	9	221
"14459"	2016-08-25	10	228
"14460"	2016-08-25	11	229
"14461"	2016-08-25	12	230
"14462"	2016-08-25	13	230
"14463"	2016-08-25	14	228
"14464"	2016-08-25	15	227
"14465"	2016-08-25	16	228
"14466"	2016-08-25	17	224
"14467"	2016-08-25	18	175
"14468"	2016-08-25	19	175
"14469"	2016-08-25	20	190
"14470"	2016-08-25	21	190
"14471"	2016-08-25	22	185
"14472"	2016-08-25	23	165
"14473"	2016-08-26	0	158
"14474"	2016-08-26	1	65
"14475"	2016-08-26	2	49
"14476"	2016-08-26	3	54
"14477"	2016-08-26	4	39
"14478"	2016-08-26	5	114
"14479"	2016-08-26	6	55
"14480"	2016-08-26	7	140
"14481"	2016-08-26	8	93
"14482"	2016-08-26	9	203
"14483"	2016-08-26	10	178
"14484"	2016-08-26	11	140
"14485"	2016-08-26	12	140
"14486"	2016-08-26	13	140
"14487"	2016-08-26	14	127
"14488"	2016-08-26	15	127
"14489"	2016-08-26	16	125
"14490"	2016-08-26	17	200
"14491"	2016-08-26	18	104
"14492"	2016-08-26	19	93
"14493"	2016-08-26	20	100
"14494"	2016-08-26	21	82
"14495"	2016-08-26	22	90
"14496"	2016-08-26	23	93
"14497"	2016-08-27	0	155
"14498"	2016-08-27	1	134
"14499"	2016-08-27	2	122
"14500"	2016-08-27	3	119
"14501"	2016-08-27	4	72
"14502"	2016-08-27	5	117
"14503"	2016-08-27	6	82
"14504"	2016-08-27	7	105
"14505"	2016-08-27	8	72
"14506"	2016-08-27	9	178
"14507"	2016-08-27	10	190
"14508"	2016-08-27	11	204
"14509"	2016-08-27	12	200
"14510"	2016-08-27	13	148
"14511"	2016-08-27	14	145
"14512"	2016-08-27	15	178
"14513"	2016-08-27	16	170
"14514"	2016-08-27	17	159
"14515"	2016-08-27	18	159
"14516"	2016-08-27	19	159
"14517"	2016-08-27	20	178
"14518"	2016-08-27	21	105
"14519"	2016-08-27	22	158
"14520"	2016-08-27	23	105
"14521"	2016-08-28	0	105
"14522"	2016-08-28	1	170
"14523"	2016-08-28	2	140
